order_id,gross_cents,discount_cents,net_cents,cost_cents,contribution_cents,quantity,order_date,order_time,server_id,table_number,party_size,channel,status,discount_percent,payment_method,service_minutes,check_duration_minutes,server_name,month,weekday,hour,discount_band
102846,10950,1095,9855,3450,6405,10,2026-02-09,14:11:00,8,9.000000,4.000000,dine_in,completed,10,Credit Card,22.000000,37.000000,Server 08,2026-02,0,14,discounted
102847,7900,0,7900,2830,5070,5,2026-02-09,14:13:00,8,10.000000,3.000000,dine_in,completed,0,Cash,12.000000,60.000000,Server 08,2026-02,0,14,full_price
102848,6850,0,6850,2130,4720,6,2026-02-09,14:14:00,6,11.000000,3.000000,dine_in,completed,0,Credit Card,21.000000,58.000000,Server 06,2026-02,0,14,full_price
102849,12150,0,12150,4090,8060,9,2026-02-09,14:14:00,9,,,takeaway,completed,0,Credit Card,22.000000,22.000000,Server 09,2026-02,0,14,full_price
102850,4450,0,4450,1260,3190,4,2026-02-09,14:26:00,8,1.000000,2.000000,dine_in,completed,0,Credit Card,15.000000,56.000000,Server 08,2026-02,0,14,full_price
102851,5800,580,5220,1910,3310,5,2026-02-09,15:06:00,10,2.000000,2.000000,dine_in,completed,10,Debit Card,18.000000,70.000000,Server 10,2026-02,0,15,discounted
102852,4100,0,4100,1200,2900,3,2026-02-09,15:32:00,7,,,takeaway,completed,0,Credit Card,18.000000,18.000000,Server 07,2026-02,0,15,full_price
102853,4350,0,4350,1500,2850,3,2026-02-09,15:33:00,10,1.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,63.000000,Server 10,2026-02,0,15,full_price
102854,11450,0,11450,3845,7605,9,2026-02-09,15:45:00,8,9.000000,4.000000,dine_in,completed,0,Cash,15.000000,67.000000,Server 08,2026-02,0,15,full_price
102855,5350,0,5350,1620,3730,5,2026-02-09,16:33:00,7,,,takeaway,completed,0,Cash,18.000000,18.000000,Server 07,2026-02,0,16,full_price
102856,8750,0,8750,2930,5820,5,2026-02-09,16:44:00,10,,,takeaway,completed,0,Credit Card,23.000000,23.000000,Server 10,2026-02,0,16,full_price
102857,4350,0,4350,1500,2850,3,2026-02-09,17:15:00,9,1.000000,2.000000,dine_in,completed,0,Credit Card,12.000000,49.000000,Server 09,2026-02,0,17,full_price
102858,4300,0,4300,1410,2890,3,2026-02-09,17:28:00,5,2.000000,2.000000,dine_in,completed,0,Credit Card,22.000000,69.000000,Server 05,2026-02,0,17,full_price
102859,7250,725,6525,2620,3905,5,2026-02-09,17:33:00,10,3.000000,2.000000,dine_in,completed,10,Debit Card,26.000000,58.000000,Server 10,2026-02,0,17,discounted
102860,9850,985,8865,3140,5725,8,2026-02-09,17:39:00,7,,,takeaway,completed,10,Debit Card,20.000000,20.000000,Server 07,2026-02,0,17,discounted
102861,12300,2460,9840,4020,5820,9,2026-02-09,17:43:00,7,9.000000,4.000000,dine_in,completed,20,Debit Card,19.000000,71.000000,Server 07,2026-02,0,17,discounted
102862,4450,0,4450,1455,2995,3,2026-02-09,17:44:00,10,,,takeaway,completed,0,Cash,26.000000,26.000000,Server 10,2026-02,0,17,full_price
102863,10350,0,10350,3615,6735,8,2026-02-09,17:57:00,10,10.000000,3.000000,dine_in,completed,0,Cash,22.000000,66.000000,Server 10,2026-02,0,17,full_price
102864,5500,0,5500,1830,3670,5,2026-02-09,18:02:00,6,4.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,64.000000,Server 06,2026-02,0,18,full_price
102865,7550,1510,6040,2660,3380,5,2026-02-09,18:05:00,10,11.000000,3.000000,dine_in,completed,20,Credit Card,19.000000,66.000000,Server 10,2026-02,0,18,discounted
102866,4950,990,3960,1540,2420,4,2026-02-09,18:07:00,5,1.000000,2.000000,dine_in,completed,20,Cash,19.000000,67.000000,Server 05,2026-02,0,18,discounted
102867,2550,0,2550,800,1750,2,2026-02-09,18:13:00,8,,,takeaway,completed,0,Credit Card,19.000000,19.000000,Server 08,2026-02,0,18,full_price
102868,10200,1020,9180,3490,5690,8,2026-02-09,18:19:00,9,12.000000,3.000000,dine_in,completed,10,Credit Card,12.000000,61.000000,Server 09,2026-02,0,18,discounted
102869,13500,0,13500,5125,8375,9,2026-02-09,18:19:00,9,,,takeaway,completed,0,Credit Card,23.000000,23.000000,Server 09,2026-02,0,18,full_price
102870,5950,0,5950,1990,3960,4,2026-02-09,18:19:00,8,5.000000,2.000000,dine_in,completed,0,Credit Card,22.000000,60.000000,Server 08,2026-02,0,18,full_price
102871,15950,3190,12760,5810,6950,10,2026-02-09,18:24:00,6,,,takeaway,completed,20,Debit Card,23.000000,23.000000,Server 06,2026-02,0,18,discounted
102872,4250,425,3825,1400,2425,3,2026-02-09,19:13:00,9,,,takeaway,completed,10,Credit Card,29.000000,29.000000,Server 09,2026-02,0,19,discounted
102873,7050,0,7050,2410,4640,5,2026-02-09,19:26:00,9,1.000000,2.000000,dine_in,completed,0,Cash,16.000000,65.000000,Server 09,2026-02,0,19,full_price
102874,5500,0,5500,1900,3600,4,2026-02-09,19:32:00,6,2.000000,2.000000,dine_in,completed,0,Debit Card,18.000000,80.000000,Server 06,2026-02,0,19,full_price
102875,4900,0,4900,1515,3385,4,2026-02-09,19:36:00,10,3.000000,2.000000,dine_in,completed,0,Credit Card,17.000000,56.000000,Server 10,2026-02,0,19,full_price
102876,9250,925,8325,3540,4785,5,2026-02-09,19:38:00,7,9.000000,3.000000,dine_in,completed,10,Credit Card,16.000000,89.000000,Server 07,2026-02,0,19,discounted
102877,7850,785,7065,2870,4195,5,2026-02-09,19:40:00,7,,,takeaway,completed,10,Credit Card,23.000000,23.000000,Server 07,2026-02,0,19,discounted
102878,10650,1065,9585,3760,5825,7,2026-02-09,19:50:00,10,10.000000,4.000000,dine_in,completed,10,Debit Card,19.000000,62.000000,Server 10,2026-02,0,19,discounted
102879,2550,0,2550,800,1750,2,2026-02-09,19:58:00,9,4.000000,1.000000,dine_in,completed,0,Credit Card,23.000000,75.000000,Server 09,2026-02,0,19,full_price
102880,2950,0,2950,910,2040,3,2026-02-09,20:00:00,8,5.000000,1.000000,dine_in,completed,0,Credit Card,20.000000,64.000000,Server 08,2026-02,0,20,full_price
102881,7250,0,7250,2220,5030,6,2026-02-09,20:09:00,10,11.000000,3.000000,dine_in,completed,0,Credit Card,23.000000,79.000000,Server 10,2026-02,0,20,full_price
102882,3600,360,3240,1250,1990,2,2026-02-09,20:11:00,7,,,takeaway,completed,10,Credit Card,22.000000,22.000000,Server 07,2026-02,0,20,discounted
102883,5600,0,5600,2190,3410,3,2026-02-09,20:21:00,5,6.000000,2.000000,dine_in,completed,0,Cash,27.000000,45.000000,Server 05,2026-02,0,20,full_price
102884,9800,0,9800,3090,6710,8,2026-02-09,20:31:00,6,12.000000,4.000000,dine_in,completed,0,Credit Card,22.000000,51.000000,Server 06,2026-02,0,20,full_price
102885,9600,0,9600,3210,6390,7,2026-02-09,20:46:00,6,13.000000,3.000000,dine_in,completed,0,Debit Card,23.000000,65.000000,Server 06,2026-02,0,20,full_price
102886,8200,0,8200,2740,5460,6,2026-02-09,20:58:00,6,10.000000,3.000000,dine_in,completed,0,Credit Card,16.000000,78.000000,Server 06,2026-02,0,20,full_price
102887,5050,0,5050,1580,3470,4,2026-02-09,21:05:00,9,1.000000,2.000000,dine_in,completed,0,Credit Card,21.000000,99.000000,Server 09,2026-02,0,21,full_price
102888,8950,895,8055,2760,5295,8,2026-02-09,21:37:00,9,9.000000,3.000000,dine_in,completed,10,Credit Card,16.000000,70.000000,Server 09,2026-02,0,21,discounted
102889,2800,280,2520,760,1760,3,2026-02-10,11:44:00,11,1.000000,1.000000,dine_in,completed,10,Credit Card,25.000000,79.000000,Server 11,2026-02,1,11,discounted
102890,4800,0,4800,1490,3310,4,2026-02-10,12:16:00,9,2.000000,2.000000,dine_in,completed,0,Cash,16.000000,66.000000,Server 09,2026-02,1,12,full_price
102891,4050,405,3645,1260,2385,4,2026-02-10,12:26:00,9,,,takeaway,completed,10,Credit Card,21.000000,21.000000,Server 09,2026-02,1,12,discounted
102892,7650,765,6885,2950,3935,5,2026-02-10,12:36:00,10,3.000000,2.000000,dine_in,completed,10,Debit Card,14.000000,71.000000,Server 10,2026-02,1,12,discounted
102893,10150,1015,9135,3750,5385,6,2026-02-10,12:43:00,11,,,takeaway,completed,10,Debit Card,24.000000,24.000000,Server 11,2026-02,1,12,discounted
102894,6650,665,5985,2400,3585,5,2026-02-10,12:46:00,10,4.000000,2.000000,dine_in,completed,10,Debit Card,20.000000,106.000000,Server 10,2026-02,1,12,discounted
102895,6000,0,6000,2150,3850,4,2026-02-10,12:47:00,10,5.000000,2.000000,dine_in,completed,0,Credit Card,16.000000,85.000000,Server 10,2026-02,1,12,full_price
102896,5950,0,5950,1850,4100,5,2026-02-10,13:06:00,10,9.000000,3.000000,dine_in,completed,0,Debit Card,11.000000,69.000000,Server 10,2026-02,1,13,full_price
102897,7400,0,7400,2860,4540,5,2026-02-10,13:13:00,11,1.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,37.000000,Server 11,2026-02,1,13,full_price
102898,2200,0,2200,690,1510,2,2026-02-10,13:19:00,6,6.000000,1.000000,dine_in,completed,0,Credit Card,11.000000,48.000000,Server 06,2026-02,1,13,full_price
102899,10800,1080,9720,3670,6050,8,2026-02-10,13:19:00,9,10.000000,4.000000,dine_in,completed,10,Credit Card,15.000000,64.000000,Server 09,2026-02,1,13,discounted
102900,4700,0,4700,1360,3340,4,2026-02-10,13:30:00,9,,,takeaway,completed,0,Credit Card,16.000000,16.000000,Server 09,2026-02,1,13,full_price
102901,7600,0,7600,2840,4760,4,2026-02-10,13:35:00,6,11.000000,3.000000,dine_in,completed,0,Debit Card,26.000000,81.000000,Server 06,2026-02,1,13,full_price
102902,14600,0,14600,4900,9700,11,2026-02-10,13:50:00,10,21.000000,5.000000,dine_in,completed,0,Credit Card,12.000000,62.000000,Server 10,2026-02,1,13,full_price
102903,10450,0,10450,3285,7165,9,2026-02-10,13:59:00,11,12.000000,4.000000,dine_in,completed,0,Cash,18.000000,91.000000,Server 11,2026-02,1,13,full_price
102904,6500,0,6500,2550,3950,4,2026-02-10,14:19:00,10,1.000000,2.000000,dine_in,completed,0,Credit Card,22.000000,70.000000,Server 10,2026-02,1,14,full_price
102905,8950,0,8950,2685,6265,8,2026-02-10,14:38:00,7,9.000000,4.000000,dine_in,completed,0,Credit Card,20.000000,82.000000,Server 07,2026-02,1,14,full_price
102906,13200,0,13200,4890,8310,9,2026-02-10,15:03:00,6,10.000000,4.000000,dine_in,completed,0,Credit Card,12.000000,68.000000,Server 06,2026-02,1,15,full_price
102907,5250,0,5250,2000,3250,4,2026-02-10,15:08:00,11,2.000000,1.000000,dine_in,completed,0,Debit Card,15.000000,70.000000,Server 11,2026-02,1,15,full_price
102908,9900,0,9900,3470,6430,6,2026-02-10,15:42:00,7,,,takeaway,completed,0,Credit Card,20.000000,20.000000,Server 07,2026-02,1,15,full_price
102909,17250,1725,15525,5680,9845,14,2026-02-10,15:51:00,7,21.000000,6.000000,dine_in,completed,10,Credit Card,18.000000,46.000000,Server 07,2026-02,1,15,discounted
102910,11400,2280,9120,3960,5160,9,2026-02-10,17:46:00,10,9.000000,4.000000,dine_in,completed,20,Debit Card,18.000000,68.000000,Server 10,2026-02,1,17,discounted
102911,6350,635,5715,2015,3700,6,2026-02-10,18:07:00,9,1.000000,2.000000,dine_in,completed,10,Credit Card,14.000000,53.000000,Server 09,2026-02,1,18,discounted
102912,3800,760,3040,1610,1430,2,2026-02-10,18:21:00,10,,,takeaway,completed,20,Debit Card,19.000000,19.000000,Server 10,2026-02,1,18,discounted
102913,5350,0,5350,1590,3760,5,2026-02-10,18:43:00,6,2.000000,2.000000,dine_in,completed,0,Debit Card,14.000000,70.000000,Server 06,2026-02,1,18,full_price
102915,12050,0,12050,4150,7900,9,2026-02-10,18:51:00,11,10.000000,4.000000,dine_in,completed,0,Debit Card,16.000000,77.000000,Server 11,2026-02,1,18,full_price
102916,5350,0,5350,1800,3550,4,2026-02-10,18:53:00,7,3.000000,2.000000,dine_in,completed,0,Debit Card,23.000000,65.000000,Server 07,2026-02,1,18,full_price
102917,4050,810,3240,1240,2000,3,2026-02-10,18:57:00,9,,,takeaway,completed,20,Cash,22.000000,22.000000,Server 09,2026-02,1,18,discounted
102918,7250,0,7250,2580,4670,5,2026-02-10,19:03:00,7,9.000000,3.000000,dine_in,completed,0,Credit Card,16.000000,56.000000,Server 07,2026-02,1,19,full_price
102919,6550,0,6550,2190,4360,5,2026-02-10,19:15:00,10,11.000000,3.000000,dine_in,completed,0,Credit Card,21.000000,36.000000,Server 10,2026-02,1,19,full_price
102920,4350,0,4350,1310,3040,4,2026-02-10,19:20:00,10,1.000000,2.000000,dine_in,completed,0,Credit Card,23.000000,67.000000,Server 10,2026-02,1,19,full_price
102921,8050,805,7245,2940,4305,6,2026-02-10,19:25:00,10,4.000000,2.000000,dine_in,completed,10,Credit Card,18.000000,84.000000,Server 10,2026-02,1,19,discounted
102922,13150,0,13150,4890,8260,9,2026-02-10,19:35:00,11,,,takeaway,completed,0,Credit Card,19.000000,19.000000,Server 11,2026-02,1,19,full_price
102923,9650,965,8685,3330,5355,7,2026-02-10,19:43:00,10,12.000000,3.000000,dine_in,completed,10,Credit Card,18.000000,60.000000,Server 10,2026-02,1,19,discounted
102924,15250,1525,13725,5130,8595,11,2026-02-10,19:44:00,7,21.000000,5.000000,dine_in,completed,10,Credit Card,22.000000,81.000000,Server 07,2026-02,1,19,discounted
102925,5500,0,5500,1675,3825,5,2026-02-10,19:56:00,9,2.000000,2.000000,dine_in,completed,0,Credit Card,16.000000,50.000000,Server 09,2026-02,1,19,full_price
102926,5600,560,5040,2150,2890,3,2026-02-10,20:02:00,6,3.000000,2.000000,dine_in,completed,10,Cash,13.000000,81.000000,Server 06,2026-02,1,20,discounted
102927,5250,0,5250,1900,3350,3,2026-02-10,20:15:00,6,,,takeaway,completed,0,Cash,23.000000,23.000000,Server 06,2026-02,1,20,full_price
102928,5400,0,5400,1710,3690,5,2026-02-10,20:20:00,11,5.000000,2.000000,dine_in,completed,0,Credit Card,18.000000,76.000000,Server 11,2026-02,1,20,full_price
102929,10000,0,10000,3410,6590,7,2026-02-10,20:45:00,11,9.000000,4.000000,dine_in,completed,0,Debit Card,15.000000,66.000000,Server 11,2026-02,1,20,full_price
102930,15750,0,15750,5025,10725,13,2026-02-10,20:47:00,11,22.000000,6.000000,dine_in,completed,0,Debit Card,19.000000,95.000000,Server 11,2026-02,1,20,full_price
102931,2950,0,2950,810,2140,3,2026-02-10,20:57:00,7,1.000000,1.000000,dine_in,completed,0,Credit Card,20.000000,56.000000,Server 07,2026-02,1,20,full_price
102932,8250,0,8250,2920,5330,6,2026-02-10,21:36:00,7,,,takeaway,completed,0,Credit Card,15.000000,15.000000,Server 07,2026-02,1,21,full_price
102933,4600,460,4140,1500,2640,4,2026-02-10,21:39:00,8,2.000000,1.000000,dine_in,completed,10,Debit Card,21.000000,74.000000,Server 08,2026-02,1,21,discounted
102934,7700,770,6930,2890,4040,5,2026-02-10,21:42:00,9,3.000000,2.000000,dine_in,completed,10,Debit Card,15.000000,62.000000,Server 09,2026-02,1,21,discounted
102935,6050,0,6050,1940,4110,5,2026-02-10,21:43:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,20.000000,51.000000,Server 07,2026-02,1,21,full_price
102936,9900,0,9900,3280,6620,8,2026-02-10,21:47:00,10,10.000000,3.000000,dine_in,completed,0,Cash,18.000000,71.000000,Server 10,2026-02,1,21,full_price
102937,9700,0,9700,3350,6350,8,2026-02-10,21:50:00,8,11.000000,3.000000,dine_in,completed,0,Credit Card,21.000000,67.000000,Server 08,2026-02,1,21,full_price
102938,6800,0,6800,2450,4350,5,2026-02-10,21:55:00,11,1.000000,2.000000,dine_in,completed,0,Credit Card,18.000000,60.000000,Server 11,2026-02,1,21,full_price
102939,16650,0,16650,5975,10675,12,2026-02-11,11:22:00,12,21.000000,5.000000,dine_in,completed,0,Credit Card,19.000000,77.000000,Server 12,2026-02,2,11,full_price
102940,5700,0,5700,1900,3800,4,2026-02-11,11:31:00,9,1.000000,2.000000,dine_in,completed,0,Credit Card,25.000000,48.000000,Server 09,2026-02,2,11,full_price
102941,5450,0,5450,1750,3700,5,2026-02-11,11:36:00,9,2.000000,2.000000,dine_in,completed,0,Credit Card,25.000000,80.000000,Server 09,2026-02,2,11,full_price
102942,10000,0,10000,2970,7030,9,2026-02-11,11:44:00,7,9.000000,4.000000,dine_in,completed,0,Cash,15.000000,78.000000,Server 07,2026-02,2,11,full_price
102943,4750,475,4275,1650,2625,3,2026-02-11,11:51:00,7,,,takeaway,completed,10,Credit Card,18.000000,18.000000,Server 07,2026-02,2,11,discounted
102944,10400,1040,9360,3300,6060,8,2026-02-11,12:06:00,12,10.000000,4.000000,dine_in,completed,10,Credit Card,23.000000,63.000000,Server 12,2026-02,2,12,discounted
102945,9550,0,9550,3350,6200,5,2026-02-11,12:07:00,7,,,takeaway,completed,0,Credit Card,25.000000,25.000000,Server 07,2026-02,2,12,full_price
102946,5100,510,4590,1600,2990,4,2026-02-11,12:09:00,8,3.000000,2.000000,dine_in,completed,10,Credit Card,23.000000,50.000000,Server 08,2026-02,2,12,discounted
102947,7750,0,7750,3000,4750,4,2026-02-11,12:13:00,9,,,takeaway,completed,0,Debit Card,32.000000,32.000000,Server 09,2026-02,2,12,full_price
102948,10250,0,10250,3210,7040,8,2026-02-11,12:14:00,11,11.000000,4.000000,dine_in,completed,0,Debit Card,21.000000,79.000000,Server 11,2026-02,2,12,full_price
102949,9450,0,9450,2750,6700,8,2026-02-11,12:15:00,10,12.000000,4.000000,dine_in,completed,0,Credit Card,24.000000,72.000000,Server 10,2026-02,2,12,full_price
102950,7350,1470,5880,2325,3555,6,2026-02-11,12:17:00,10,13.000000,3.000000,dine_in,completed,20,Credit Card,22.000000,73.000000,Server 10,2026-02,2,12,discounted
102951,6400,640,5760,2040,3720,6,2026-02-11,13:01:00,12,1.000000,2.000000,dine_in,completed,10,Credit Card,20.000000,69.000000,Server 12,2026-02,2,13,discounted
102952,4750,0,4750,1540,3210,4,2026-02-11,13:10:00,7,,,takeaway,completed,0,Cash,17.000000,17.000000,Server 07,2026-02,2,13,full_price
102953,4750,475,4275,1415,2860,5,2026-02-11,13:12:00,10,2.000000,2.000000,dine_in,completed,10,Credit Card,13.000000,48.000000,Server 10,2026-02,2,13,discounted
102954,3500,0,3500,1150,2350,2,2026-02-11,13:16:00,10,3.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,87.000000,Server 10,2026-02,2,13,full_price
102955,6150,0,6150,1750,4400,5,2026-02-11,13:32:00,9,,,takeaway,completed,0,Credit Card,28.000000,28.000000,Server 09,2026-02,2,13,full_price
102956,14150,0,14150,5380,8770,9,2026-02-11,13:38:00,11,9.000000,4.000000,dine_in,completed,0,Debit Card,17.000000,73.000000,Server 11,2026-02,2,13,full_price
102957,4950,0,4950,1490,3460,4,2026-02-11,13:45:00,10,4.000000,2.000000,dine_in,completed,0,Credit Card,8.000000,70.000000,Server 10,2026-02,2,13,full_price
102958,5100,510,4590,1690,2900,4,2026-02-11,13:50:00,8,5.000000,2.000000,dine_in,completed,10,Debit Card,14.000000,57.000000,Server 08,2026-02,2,13,discounted
102959,11100,0,11100,3590,7510,10,2026-02-11,14:11:00,8,10.000000,4.000000,dine_in,completed,0,Credit Card,17.000000,61.000000,Server 08,2026-02,2,14,full_price
102960,8300,0,8300,2620,5680,6,2026-02-11,14:18:00,10,11.000000,4.000000,dine_in,completed,0,Debit Card,13.000000,28.000000,Server 10,2026-02,2,14,full_price
102961,7600,0,7600,2700,4900,6,2026-02-11,14:50:00,7,1.000000,2.000000,dine_in,completed,0,Credit Card,23.000000,48.000000,Server 07,2026-02,2,14,full_price
102964,10900,0,10900,3630,7270,8,2026-02-11,16:55:00,8,9.000000,4.000000,dine_in,completed,0,Cash,13.000000,39.000000,Server 08,2026-02,2,16,full_price
102965,4500,0,4500,1355,3145,4,2026-02-11,17:05:00,11,1.000000,2.000000,dine_in,completed,0,Cash,21.000000,49.000000,Server 11,2026-02,2,17,full_price
102966,12850,0,12850,4500,8350,9,2026-02-11,17:20:00,9,10.000000,4.000000,dine_in,completed,0,Credit Card,17.000000,56.000000,Server 09,2026-02,2,17,full_price
102967,3350,0,3350,1200,2150,2,2026-02-11,17:22:00,9,2.000000,1.000000,dine_in,completed,0,Credit Card,23.000000,58.000000,Server 09,2026-02,2,17,full_price
102968,3450,345,3105,1050,2055,3,2026-02-11,17:27:00,12,,,takeaway,completed,10,Credit Card,20.000000,20.000000,Server 12,2026-02,2,17,discounted
102969,5900,590,5310,2000,3310,4,2026-02-11,17:29:00,10,3.000000,2.000000,dine_in,completed,10,Credit Card,19.000000,70.000000,Server 10,2026-02,2,17,discounted
102970,9850,985,8865,3260,5605,7,2026-02-11,17:29:00,9,11.000000,3.000000,dine_in,completed,10,Credit Card,15.000000,60.000000,Server 09,2026-02,2,17,discounted
102971,5600,0,5600,1700,3900,5,2026-02-11,17:34:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,17.000000,62.000000,Server 07,2026-02,2,17,full_price
102972,6600,0,6600,2490,4110,4,2026-02-11,17:49:00,12,5.000000,2.000000,dine_in,completed,0,Cash,22.000000,70.000000,Server 12,2026-02,2,17,full_price
102973,4050,405,3645,1255,2390,3,2026-02-11,17:54:00,12,,,takeaway,completed,10,Credit Card,15.000000,15.000000,Server 12,2026-02,2,17,discounted
102974,1650,0,1650,500,1150,1,2026-02-11,17:58:00,8,,,takeaway,completed,0,Credit Card,19.000000,19.000000,Server 08,2026-02,2,17,full_price
102975,10900,0,10900,3230,7670,10,2026-02-11,18:01:00,10,9.000000,4.000000,dine_in,completed,0,Credit Card,30.000000,79.000000,Server 10,2026-02,2,18,full_price
102976,11500,0,11500,3755,7745,9,2026-02-11,18:08:00,12,12.000000,4.000000,dine_in,completed,0,Debit Card,8.000000,71.000000,Server 12,2026-02,2,18,full_price
102977,5400,540,4860,1750,3110,4,2026-02-11,18:12:00,8,1.000000,2.000000,dine_in,completed,10,Debit Card,22.000000,53.000000,Server 08,2026-02,2,18,discounted
102978,5250,1050,4200,1810,2390,4,2026-02-11,18:19:00,11,6.000000,2.000000,dine_in,completed,20,Debit Card,19.000000,75.000000,Server 11,2026-02,2,18,discounted
102979,10450,0,10450,3330,7120,8,2026-02-11,18:20:00,10,10.000000,4.000000,dine_in,completed,0,Credit Card,13.000000,47.000000,Server 10,2026-02,2,18,full_price
102980,6400,0,6400,2350,4050,4,2026-02-11,18:22:00,12,2.000000,2.000000,dine_in,completed,0,Cash,12.000000,68.000000,Server 12,2026-02,2,18,full_price
102981,4250,850,3400,1400,2000,3,2026-02-11,18:22:00,9,7.000000,2.000000,dine_in,completed,20,Credit Card,22.000000,68.000000,Server 09,2026-02,2,18,discounted
102982,5600,0,5600,1690,3910,5,2026-02-11,18:36:00,9,,,takeaway,completed,0,Credit Card,17.000000,17.000000,Server 09,2026-02,2,18,full_price
102983,10800,1080,9720,3455,6265,9,2026-02-11,18:40:00,7,11.000000,4.000000,dine_in,completed,10,Cash,25.000000,74.000000,Server 07,2026-02,2,18,discounted
102984,9150,0,9150,2640,6510,8,2026-02-11,18:41:00,8,13.000000,4.000000,dine_in,completed,0,Cash,15.000000,62.000000,Server 08,2026-02,2,18,full_price
102985,2900,0,2900,1080,1820,2,2026-02-11,18:42:00,12,,,takeaway,completed,0,Debit Card,22.000000,22.000000,Server 12,2026-02,2,18,full_price
102986,3100,0,3100,955,2145,3,2026-02-11,18:43:00,8,3.000000,1.000000,dine_in,completed,0,Cash,19.000000,67.000000,Server 08,2026-02,2,18,full_price
102987,11600,0,11600,4130,7470,8,2026-02-11,18:44:00,8,14.000000,4.000000,dine_in,completed,0,Credit Card,16.000000,69.000000,Server 08,2026-02,2,18,full_price
102988,9150,0,9150,3060,6090,7,2026-02-11,18:50:00,9,15.000000,3.000000,dine_in,completed,0,Credit Card,18.000000,66.000000,Server 09,2026-02,2,18,full_price
102989,5950,0,5950,2190,3760,4,2026-02-11,18:54:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,15.000000,53.000000,Server 07,2026-02,2,18,full_price
102990,6750,0,6750,2260,4490,5,2026-02-11,19:00:00,11,16.000000,3.000000,dine_in,completed,0,Credit Card,23.000000,80.000000,Server 11,2026-02,2,19,full_price
102991,6600,0,6600,2220,4380,5,2026-02-11,19:13:00,9,10.000000,3.000000,dine_in,completed,0,Credit Card,17.000000,67.000000,Server 09,2026-02,2,19,full_price
102992,6950,695,6255,2210,4045,5,2026-02-11,19:17:00,11,17.000000,3.000000,dine_in,completed,10,Debit Card,20.000000,61.000000,Server 11,2026-02,2,19,discounted
102993,3350,0,3350,1000,2350,3,2026-02-11,19:32:00,8,1.000000,1.000000,dine_in,completed,0,Credit Card,16.000000,52.000000,Server 08,2026-02,2,19,full_price
102994,7050,1410,5640,2370,3270,6,2026-02-11,19:36:00,10,2.000000,2.000000,dine_in,completed,20,Debit Card,16.000000,54.000000,Server 10,2026-02,2,19,discounted
102995,8100,0,8100,2690,5410,6,2026-02-11,19:57:00,12,9.000000,3.000000,dine_in,completed,0,Credit Card,17.000000,74.000000,Server 12,2026-02,2,19,full_price
102996,10200,0,10200,3250,6950,8,2026-02-11,20:05:00,7,,,takeaway,completed,0,Credit Card,21.000000,21.000000,Server 07,2026-02,2,20,full_price
102997,5100,0,5100,1600,3500,4,2026-02-11,20:10:00,12,3.000000,2.000000,dine_in,completed,0,Debit Card,20.000000,89.000000,Server 12,2026-02,2,20,full_price
102998,7450,745,6705,2750,3955,5,2026-02-11,20:29:00,7,1.000000,2.000000,dine_in,completed,10,Cash,19.000000,89.000000,Server 07,2026-02,2,20,discounted
102999,12150,0,12150,4090,8060,9,2026-02-11,20:36:00,10,10.000000,4.000000,dine_in,completed,0,Cash,20.000000,41.000000,Server 10,2026-02,2,20,full_price
103000,13300,1330,11970,4430,7540,10,2026-02-11,20:57:00,8,11.000000,4.000000,dine_in,completed,10,Credit Card,22.000000,65.000000,Server 08,2026-02,2,20,discounted
103001,6850,1370,5480,2670,2810,4,2026-02-11,21:04:00,9,2.000000,2.000000,dine_in,completed,20,Credit Card,26.000000,68.000000,Server 09,2026-02,2,21,discounted
103002,7750,1550,6200,2460,3740,6,2026-02-11,21:25:00,9,9.000000,3.000000,dine_in,completed,20,Debit Card,17.000000,83.000000,Server 09,2026-02,2,21,discounted
103003,5800,0,5800,1795,4005,6,2026-02-11,21:27:00,7,4.000000,2.000000,dine_in,completed,0,Credit Card,24.000000,66.000000,Server 07,2026-02,2,21,full_price
103004,5350,0,5350,1550,3800,5,2026-02-11,21:34:00,12,5.000000,2.000000,dine_in,completed,0,Credit Card,23.000000,42.000000,Server 12,2026-02,2,21,full_price
103005,3450,690,2760,1105,1655,3,2026-02-11,21:34:00,11,6.000000,1.000000,dine_in,completed,20,Credit Card,19.000000,87.000000,Server 11,2026-02,2,21,discounted
103006,9700,0,9700,3010,6690,8,2026-02-11,21:59:00,8,10.000000,4.000000,dine_in,completed,0,Credit Card,20.000000,88.000000,Server 08,2026-02,2,21,full_price
103007,4450,0,4450,1770,2680,3,2026-02-12,11:06:00,8,1.000000,1.000000,dine_in,completed,0,Debit Card,23.000000,52.000000,Server 08,2026-02,3,11,full_price
103008,4550,0,4550,1460,3090,4,2026-02-12,11:24:00,1,2.000000,2.000000,dine_in,completed,0,Credit Card,15.000000,79.000000,Server 01,2026-02,3,11,full_price
103009,6750,0,6750,2675,4075,4,2026-02-12,11:34:00,8,3.000000,2.000000,dine_in,completed,0,Debit Card,19.000000,59.000000,Server 08,2026-02,3,11,full_price
