order_id,order_date,order_time,server_id,table_number,party_size,channel,status,discount_percent,payment_method,service_minutes,check_duration_minutes
104262,2026-02-28,17:15:00,5,,,takeaway,completed,10,Debit Card,20,20
104263,2026-02-28,17:15:00,3,,,takeaway,completed,0,Debit Card,23,23
104264,2026-02-28,17:21:00,3,4,2,dine_in,completed,0,Credit Card,15,79
104265,2026-02-28,17:36:00,5,12,4,dine_in,completed,0,Credit Card,15,92
104266,2026-02-28,17:36:00,12,13,4,dine_in,completed,0,Credit Card,22,86
104267,2026-02-28,17:48:00,2,,,takeaway,completed,0,Debit Card,22,22
104268,2026-02-28,17:54:00,2,,,takeaway,completed,10,Credit Card,28,28
104269,2026-02-28,17:54:00,3,9,3,dine_in,completed,0,Credit Card,20,63
104270,2026-02-28,18:08:00,1,14,4,dine_in,completed,0,Cash,23,60
104271,2026-02-28,18:09:00,12,15,4,dine_in,completed,10,Credit Card,31,57
104272,2026-02-28,18:10:00,5,,,takeaway,completed,0,Credit Card,30,30
104273,2026-02-28,18:25:00,3,,,takeaway,completed,0,Credit Card,31,31
104274,2026-02-28,18:26:00,2,1,2,dine_in,completed,20,Credit Card,24,50
104275,2026-02-28,18:32:00,5,2,2,dine_in,completed,0,Credit Card,27,66
104276,2026-02-28,18:36:00,4,10,4,dine_in,completed,0,Credit Card,30,58
104277,2026-02-28,18:37:00,12,,,takeaway,completed,0,Debit Card,39,39
104278,2026-02-28,18:37:00,5,5,2,dine_in,completed,0,Debit Card,23,61
104279,2026-02-28,18:50:00,12,,,takeaway,completed,0,Debit Card,29,29
104280,2026-02-28,18:54:00,1,11,3,dine_in,completed,0,Credit Card,28,55
104281,2026-02-28,18:59:00,12,,,takeaway,completed,0,Credit Card,35,35
104282,2026-02-28,19:01:00,1,3,1,dine_in,completed,0,Debit Card,27,83
104283,2026-02-28,19:03:00,12,4,2,dine_in,completed,0,Credit Card,25,85
104284,2026-02-28,19:05:00,12,9,3,dine_in,completed,0,Credit Card,23,59
104285,2026-02-28,19:07:00,1,13,3,dine_in,completed,0,Debit Card,29,70
104286,2026-02-28,19:23:00,2,1,1,dine_in,completed,0,Credit Card,17,46
104287,2026-02-28,19:26:00,3,6,2,dine_in,completed,0,Credit Card,33,57
104288,2026-02-28,19:32:00,5,12,4,dine_in,completed,0,Debit Card,29,78
104289,2026-02-28,19:33:00,2,,,takeaway,completed,0,Credit Card,29,29
104290,2026-02-28,19:33:00,5,,,takeaway,completed,0,Credit Card,31,31
104291,2026-02-28,19:33:00,1,14,3,dine_in,completed,0,Cash,24,84
104292,2026-02-28,19:34:00,5,7,2,dine_in,completed,0,Credit Card,21,53
104293,2026-02-28,19:38:00,4,10,3,dine_in,completed,0,Cash,29,47
104294,2026-02-28,19:38:00,2,15,3,dine_in,completed,0,Debit Card,24,65
104295,2026-02-28,19:42:00,2,16,3,dine_in,completed,0,Credit Card,24,57
104296,2026-02-28,19:46:00,1,2,2,dine_in,completed,0,Credit Card,34,81
104297,2026-02-28,19:47:00,12,17,3,dine_in,completed,0,Credit Card,26,71
104298,2026-02-28,19:56:00,2,,,takeaway,completed,0,Cash,27,27
104299,2026-02-28,19:56:00,12,,,takeaway,completed,0,Credit Card,32,32
104300,2026-02-28,20:00:00,1,11,4,dine_in,completed,0,Debit Card,20,66
104301,2026-02-28,20:01:00,5,,,takeaway,completed,0,Credit Card,17,17
104302,2026-02-28,20:20:00,3,9,4,dine_in,completed,0,Credit Card,7,66
104303,2026-02-28,20:33:00,2,,,takeaway,completed,0,Credit Card,24,24
104304,2026-02-28,20:38:00,4,10,4,dine_in,completed,0,Credit Card,16,57
104305,2026-02-28,20:44:00,12,13,4,dine_in,completed,0,Credit Card,20,47
104306,2026-02-28,20:45:00,4,1,2,dine_in,completed,0,Credit Card,19,52
104307,2026-02-28,20:49:00,3,,,takeaway,completed,0,Credit Card,22,22
104308,2026-02-28,20:55:00,1,3,2,dine_in,completed,0,Credit Card,21,74
104309,2026-02-28,20:55:00,3,12,3,dine_in,completed,0,Cash,16,50
104310,2026-02-28,21:01:00,2,14,3,dine_in,completed,0,Credit Card,16,60
104311,2026-02-28,21:24:00,3,2,2,dine_in,completed,0,Credit Card,23,50
104312,2026-02-28,21:28:00,1,9,4,dine_in,completed,10,Debit Card,25,48
104313,2026-02-28,21:48:00,12,,,takeaway,completed,0,Cash,26,26
104314,2026-02-28,21:50:00,2,1,1,dine_in,completed,0,Credit Card,13,89
104315,2026-02-28,21:51:00,2,,,takeaway,completed,0,Cash,28,28
104316,2026-02-28,21:53:00,12,10,4,dine_in,completed,0,Credit Card,14,58
104317,2026-03-01,11:11:00,6,21,6,dine_in,completed,0,Cash,22,50
104318,2026-03-01,11:27:00,4,1,1,dine_in,completed,10,Credit Card,16,78
104319,2026-03-01,11:29:00,1,,,takeaway,completed,0,Debit Card,22,22
104320,2026-03-01,12:02:00,5,,,takeaway,completed,0,Credit Card,25,25
104321,2026-03-01,12:15:00,4,2,2,dine_in,completed,0,Cash,14,61
104322,2026-03-01,12:18:00,5,3,2,dine_in,completed,0,Credit Card,19,66
104323,2026-03-01,12:19:00,1,,,takeaway,completed,0,Cash,19,19
104324,2026-03-01,12:37:00,2,4,1,dine_in,completed,0,Credit Card,19,58
104325,2026-03-01,12:40:00,1,,,takeaway,completed,0,Credit Card,28,28
104326,2026-03-01,12:44:00,5,9,4,dine_in,completed,0,Credit Card,14,65
104327,2026-03-01,12:45:00,1,21,5,dine_in,completed,10,Debit Card,18,49
104328,2026-03-01,12:54:00,5,10,4,dine_in,completed,20,Cash,17,62
104329,2026-03-01,13:02:00,1,1,2,dine_in,completed,0,Credit Card,19,88
104330,2026-03-01,13:05:00,4,5,2,dine_in,completed,0,Debit Card,18,70
104331,2026-03-01,13:08:00,1,6,2,dine_in,completed,0,Credit Card,16,57
104332,2026-03-01,13:24:00,3,,,takeaway,completed,0,Debit Card,28,28
104333,2026-03-01,13:34:00,3,2,2,dine_in,completed,0,Credit Card,19,62
104334,2026-03-01,13:42:00,4,3,2,dine_in,completed,10,Credit Card,16,68
104335,2026-03-01,13:45:00,2,4,2,dine_in,completed,10,Cash,25,90
104336,2026-03-01,14:15:00,4,5,2,dine_in,completed,0,Credit Card,25,69
104337,2026-03-01,14:41:00,2,1,2,dine_in,completed,10,Credit Card,15,62
104338,2026-03-01,14:48:00,2,2,2,dine_in,completed,0,Credit Card,17,53
104339,2026-03-01,14:48:00,4,21,5,dine_in,completed,0,Credit Card,20,45
104340,2026-03-01,15:20:00,4,,,takeaway,completed,0,Credit Card,22,22
104341,2026-03-01,15:28:00,4,9,3,dine_in,completed,0,Cash,19,74
104342,2026-03-01,15:47:00,1,10,4,dine_in,completed,0,Credit Card,16,50
104343,2026-03-01,15:59:00,3,,,takeaway,completed,0,Debit Card,27,27
104344,2026-03-01,16:37:00,2,,,takeaway,cancelled,0,Credit Card,,
104345,2026-03-01,16:47:00,2,1,2,dine_in,completed,0,Credit Card,16,69
104346,2026-03-01,17:00:00,4,2,2,dine_in,completed,0,Credit Card,28,73
104347,2026-03-01,17:00:00,5,,,takeaway,completed,0,Credit Card,22,22
104348,2026-03-01,17:02:00,3,9,3,dine_in,completed,0,Credit Card,19,62
104349,2026-03-01,17:07:00,3,,,takeaway,completed,0,Debit Card,15,15
104350,2026-03-01,17:08:00,1,21,5,dine_in,completed,0,Credit Card,16,68
104351,2026-03-01,17:09:00,6,22,5,dine_in,completed,10,Debit Card,21,68
104352,2026-03-01,17:10:00,1,3,2,dine_in,completed,0,Credit Card,17,52
104353,2026-03-01,17:20:00,4,4,2,dine_in,completed,0,Credit Card,17,68
104354,2026-03-01,17:22:00,2,,,takeaway,completed,0,Credit Card,28,28
104355,2026-03-01,17:25:00,1,,,takeaway,completed,0,Credit Card,21,21
104356,2026-03-01,17:31:00,1,5,2,dine_in,completed,0,Cash,24,66
104357,2026-03-01,17:43:00,4,10,4,dine_in,completed,0,Credit Card,24,85
104358,2026-03-01,17:49:00,5,6,2,dine_in,completed,0,Cash,13,71
104359,2026-03-01,17:55:00,2,7,2,dine_in,completed,0,Cash,23,72
104360,2026-03-01,17:58:00,2,1,2,dine_in,completed,0,Debit Card,22,73
104361,2026-03-01,17:59:00,6,11,4,dine_in,completed,0,Credit Card,20,77
104362,2026-03-01,18:06:00,6,,,takeaway,completed,0,Credit Card,29,29
104363,2026-03-01,18:08:00,2,3,1,dine_in,completed,0,Debit Card,18,84
104364,2026-03-01,18:09:00,4,8,2,dine_in,completed,10,Debit Card,22,71
104365,2026-03-01,18:26:00,2,2,1,dine_in,completed,0,Cash,12,82
104366,2026-03-01,18:36:00,2,4,2,dine_in,completed,0,Debit Card,21,85
104367,2026-03-01,18:36:00,1,,,takeaway,completed,0,Credit Card,15,15
104368,2026-03-01,18:50:00,2,9,4,dine_in,completed,0,Debit Card,12,59
104369,2026-03-01,18:51:00,6,5,2,dine_in,completed,0,Credit Card,18,61
104370,2026-03-01,18:58:00,6,12,4,dine_in,completed,0,Debit Card,14,70
104371,2026-03-01,18:59:00,3,,,takeaway,completed,0,Debit Card,28,28
104372,2026-03-01,19:02:00,4,13,3,dine_in,completed,0,Cash,13,65
104373,2026-03-01,19:02:00,4,6,2,dine_in,completed,0,Credit Card,19,62
104374,2026-03-01,19:08:00,4,,,takeaway,completed,0,Credit Card,23,23
104375,2026-03-01,19:09:00,3,21,5,dine_in,completed,0,Cash,12,57
104376,2026-03-01,19:15:00,6,22,5,dine_in,completed,20,Debit Card,13,49
104377,2026-03-01,19:22:00,2,,,takeaway,completed,0,Credit Card,17,17
104378,2026-03-01,19:32:00,5,1,2,dine_in,completed,0,Debit Card,14,39
104379,2026-03-01,19:33:00,2,3,2,dine_in,completed,0,Credit Card,19,79
104380,2026-03-01,19:37:00,1,,,takeaway,completed,0,Cash,23,23
104381,2026-03-01,19:39:00,4,7,2,dine_in,completed,0,Cash,25,50
104382,2026-03-01,19:45:00,3,10,4,dine_in,completed,0,Credit Card,17,74
104383,2026-03-01,19:46:00,5,,,takeaway,completed,0,Credit Card,20,20
104384,2026-03-01,19:47:00,3,11,4,dine_in,completed,0,Cash,13,63
104385,2026-03-01,19:48:00,1,,,takeaway,completed,0,Debit Card,14,14
104386,2026-03-01,19:55:00,6,2,1,dine_in,completed,0,Credit Card,31,91
104387,2026-03-01,19:55:00,3,,,takeaway,completed,0,Credit Card,17,17
104388,2026-03-01,19:59:00,3,5,1,dine_in,completed,0,Credit Card,25,61
104389,2026-03-01,20:01:00,3,,,takeaway,completed,10,Cash,27,27
104390,2026-03-01,20:05:00,3,4,1,dine_in,completed,0,Cash,12,86
104391,2026-03-01,20:05:00,6,,,takeaway,completed,0,Cash,20,20
104392,2026-03-01,20:08:00,3,,,takeaway,completed,0,Cash,28,28
104393,2026-03-01,20:20:00,3,9,4,dine_in,completed,0,Credit Card,21,58
104394,2026-03-01,20:23:00,3,12,4,dine_in,completed,0,Credit Card,22,58
104395,2026-03-01,20:31:00,2,21,5,dine_in,completed,10,Debit Card,21,80
104396,2026-03-01,20:32:00,1,1,2,dine_in,completed,0,Credit Card,17,83
104397,2026-03-01,20:51:00,6,6,2,dine_in,completed,0,Credit Card,21,66
104398,2026-03-01,21:29:00,2,2,2,dine_in,completed,0,Debit Card,16,59
104399,2026-03-01,21:56:00,6,9,4,dine_in,completed,0,Cash,20,68
104400,2026-03-02,11:20:00,2,1,2,dine_in,completed,0,Debit Card,13,76
104401,2026-03-02,12:01:00,7,,,takeaway,completed,0,Credit Card,16,16
104402,2026-03-02,12:08:00,2,,,takeaway,completed,10,Debit Card,28,28
104403,2026-03-02,12:51:00,6,,,takeaway,completed,10,Debit Card,31,31
104404,2026-03-02,13:03:00,2,1,2,dine_in,completed,10,Credit Card,18,48
104405,2026-03-02,13:08:00,3,,,takeaway,completed,0,Credit Card,23,23
104406,2026-03-02,13:09:00,5,2,1,dine_in,completed,0,Credit Card,19,45
104407,2026-03-02,13:24:00,4,3,2,dine_in,completed,0,Debit Card,13,86
104408,2026-03-02,13:28:00,4,,,takeaway,completed,0,Debit Card,22,22
104409,2026-03-02,13:31:00,3,4,2,dine_in,completed,0,Credit Card,15,72
104410,2026-03-02,13:45:00,3,,,takeaway,completed,0,Cash,16,16
104411,2026-03-02,13:46:00,2,5,2,dine_in,completed,0,Credit Card,19,85
104412,2026-03-02,13:53:00,7,1,2,dine_in,completed,0,Credit Card,21,37
104413,2026-03-02,14:05:00,4,9,3,dine_in,completed,0,Cash,13,42
104414,2026-03-02,14:38:00,6,1,1,dine_in,completed,0,Credit Card,24,61
104415,2026-03-02,16:11:00,7,9,4,dine_in,cancelled,0,Cash,,
104416,2026-03-02,16:25:00,4,1,2,dine_in,completed,0,Credit Card,20,78
104417,2026-03-02,16:32:00,5,2,2,dine_in,completed,0,Credit Card,12,68
104418,2026-03-02,17:11:00,6,9,3,dine_in,completed,0,Credit Card,18,72
104419,2026-03-02,17:19:00,4,10,3,dine_in,completed,0,Debit Card,22,46
104420,2026-03-02,17:22:00,3,3,2,dine_in,completed,10,Cash,21,50
104421,2026-03-02,17:39:00,4,4,2,dine_in,completed,0,Credit Card,17,78
104422,2026-03-02,17:47:00,7,21,5,dine_in,completed,0,Cash,25,63
104423,2026-03-02,17:49:00,2,11,4,dine_in,completed,0,Credit Card,20,58
104424,2026-03-02,17:53:00,7,,,takeaway,completed,10,Credit Card,23,23
104425,2026-03-02,17:56:00,4,22,6,dine_in,completed,0,Credit Card,19,61
104426,2026-03-02,18:12:00,4,1,2,dine_in,completed,10,Cash,14,88
104427,2026-03-02,18:16:00,7,,,takeaway,completed,10,Debit Card,21,21
104428,2026-03-02,18:22:00,4,,,takeaway,completed,0,Credit Card,19,19
104429,2026-03-02,18:25:00,6,2,2,dine_in,completed,0,Cash,24,68
104430,2026-03-02,18:29:00,6,3,2,dine_in,completed,0,Credit Card,17,78
104431,2026-03-02,18:34:00,7,5,2,dine_in,completed,0,Debit Card,14,65
104432,2026-03-02,18:47:00,6,6,1,dine_in,completed,0,Debit Card,23,86
104433,2026-03-02,18:48:00,7,23,5,dine_in,completed,10,Credit Card,13,87
104434,2026-03-02,18:49:00,3,7,1,dine_in,completed,0,Credit Card,15,49
104435,2026-03-02,18:50:00,7,9,4,dine_in,completed,0,Cash,14,65
104436,2026-03-02,19:22:00,3,10,4,dine_in,completed,0,Debit Card,20,60
104437,2026-03-02,19:33:00,6,11,4,dine_in,completed,0,Cash,24,79
104438,2026-03-02,19:54:00,2,,,takeaway,completed,0,Credit Card,17,17
104439,2026-03-02,19:54:00,3,,,takeaway,completed,0,Cash,19,19
104440,2026-03-02,19:57:00,6,,,takeaway,completed,10,Debit Card,21,21
104441,2026-03-02,20:10:00,6,,,takeaway,completed,0,Credit Card,23,23
104442,2026-03-02,20:12:00,5,9,3,dine_in,completed,10,Credit Card,20,79
104443,2026-03-02,20:20:00,7,,,takeaway,completed,0,Credit Card,24,24
104444,2026-03-02,20:27:00,6,1,1,dine_in,completed,10,Cash,16,50
104445,2026-03-02,20:27:00,5,,,takeaway,completed,10,Credit Card,16,16
104446,2026-03-02,20:39:00,5,10,4,dine_in,completed,0,Debit Card,21,49
104447,2026-03-02,20:41:00,4,12,3,dine_in,completed,20,Debit Card,23,75
104448,2026-03-02,20:59:00,7,11,4,dine_in,completed,0,Credit Card,16,61
104449,2026-03-02,21:54:00,5,,,takeaway,completed,10,Credit Card,24,24
104450,2026-03-03,11:26:00,8,,,takeaway,completed,0,Debit Card,25,25
104451,2026-03-03,12:03:00,7,1,2,dine_in,completed,0,Credit Card,12,49
104452,2026-03-03,12:17:00,7,2,1,dine_in,completed,10,Credit Card,16,71
104453,2026-03-03,12:30:00,4,3,2,dine_in,completed,0,Credit Card,24,65
104454,2026-03-03,12:31:00,6,4,2,dine_in,completed,10,Credit Card,9,51
104455,2026-03-03,12:34:00,3,,,takeaway,completed,0,Credit Card,30,30
104456,2026-03-03,12:51:00,5,5,1,dine_in,completed,0,Debit Card,14,51
104457,2026-03-03,12:51:00,3,6,2,dine_in,completed,0,Cash,19,66
104458,2026-03-03,13:01:00,8,1,1,dine_in,completed,0,Debit Card,15,55
104459,2026-03-03,13:17:00,3,7,1,dine_in,completed,0,Credit Card,24,58
104460,2026-03-03,13:22:00,4,4,1,dine_in,completed,10,Credit Card,18,55
104461,2026-03-03,13:23:00,6,9,4,dine_in,completed,0,Cash,20,80
104462,2026-03-03,13:25:00,3,,,takeaway,completed,10,Debit Card,25,25
104463,2026-03-03,13:27:00,7,,,takeaway,completed,0,Credit Card,19,19
104464,2026-03-03,13:44:00,5,2,2,dine_in,completed,10,Debit Card,17,65
104465,2026-03-03,13:45:00,4,3,2,dine_in,completed,0,Debit Card,21,38
104466,2026-03-03,13:47:00,4,5,2,dine_in,completed,10,Credit Card,25,58
104467,2026-03-03,13:47:00,8,,,takeaway,completed,0,Credit Card,18,18
104468,2026-03-03,13:47:00,7,,,takeaway,completed,10,Credit Card,23,23
104469,2026-03-03,13:50:00,5,8,2,dine_in,completed,10,Credit Card,25,62
104470,2026-03-03,13:54:00,7,21,5,dine_in,completed,0,Debit Card,16,72
104471,2026-03-03,14:02:00,6,10,4,dine_in,completed,0,Debit Card,27,71
104472,2026-03-03,14:08:00,3,,,takeaway,completed,20,Cash,18,18
104473,2026-03-03,14:12:00,8,,,takeaway,completed,10,Credit Card,29,29
104474,2026-03-03,14:15:00,7,11,4,dine_in,completed,10,Credit Card,18,76
104475,2026-03-03,14:31:00,8,1,1,dine_in,completed,0,Credit Card,12,59
104476,2026-03-03,14:33:00,4,12,4,dine_in,completed,0,Debit Card,19,83
104477,2026-03-03,15:22:00,6,9,4,dine_in,completed,10,Credit Card,12,57
104478,2026-03-03,16:37:00,4,9,3,dine_in,completed,10,Credit Card,18,44
104479,2026-03-03,17:01:00,6,,,takeaway,completed,0,Credit Card,21,21
104480,2026-03-03,17:27:00,6,21,6,dine_in,completed,0,Credit Card,24,43
104481,2026-03-03,17:31:00,8,9,4,dine_in,completed,0,Credit Card,20,63
104482,2026-03-03,17:33:00,7,1,2,dine_in,completed,0,Cash,24,63
104483,2026-03-03,17:45:00,4,2,1,dine_in,completed,0,Credit Card,18,92
104484,2026-03-03,18:02:00,3,10,3,dine_in,completed,0,Debit Card,11,57
104485,2026-03-03,18:11:00,8,3,2,dine_in,completed,0,Credit Card,16,58
104486,2026-03-03,18:24:00,6,11,4,dine_in,completed,20,Cash,25,64
104487,2026-03-03,18:26:00,8,12,4,dine_in,completed,0,Cash,12,48
104488,2026-03-03,18:26:00,3,13,3,dine_in,completed,0,Credit Card,19,45
104489,2026-03-03,18:32:00,5,,,takeaway,completed,20,Credit Card,22,22
104490,2026-03-03,18:32:00,8,,,takeaway,completed,10,Debit Card,23,23
104491,2026-03-03,18:44:00,5,,,takeaway,completed,10,Credit Card,19,19
104492,2026-03-03,18:46:00,5,9,4,dine_in,completed,0,Credit Card,20,56
104493,2026-03-03,18:46:00,7,,,takeaway,completed,0,Debit Card,24,24
104494,2026-03-03,18:47:00,6,1,2,dine_in,completed,0,Credit Card,16,69
104495,2026-03-03,18:47:00,8,,,takeaway,completed,10,Cash,11,11
104496,2026-03-03,18:56:00,8,,,takeaway,completed,0,Credit Card,22,22
104497,2026-03-03,19:02:00,7,,,takeaway,completed,10,Credit Card,22,22
104498,2026-03-03,19:04:00,4,10,4,dine_in,completed,0,Cash,22,79
104499,2026-03-03,19:08:00,3,4,2,dine_in,completed,0,Credit Card,19,77
104500,2026-03-03,19:09:00,4,,,takeaway,completed,0,Credit Card,24,24
104501,2026-03-03,19:17:00,3,12,4,dine_in,completed,10,Credit Card,23,88
104502,2026-03-03,19:24:00,7,2,2,dine_in,completed,10,Debit Card,14,79
104503,2026-03-03,19:25:00,5,3,2,dine_in,completed,0,Debit Card,22,66
104504,2026-03-03,19:27:00,7,21,5,dine_in,completed,10,Credit Card,16,76
104505,2026-03-03,19:38:00,6,,,takeaway,completed,0,Credit Card,20,20
104506,2026-03-03,19:47:00,7,5,2,dine_in,completed,10,Debit Card,20,92
104507,2026-03-03,19:54:00,3,,,takeaway,completed,0,Credit Card,21,21
104508,2026-03-03,19:57:00,6,1,2,dine_in,completed,0,Cash,20,63
104509,2026-03-03,20:37:00,6,,,takeaway,completed,10,Cash,15,15
104510,2026-03-03,20:37:00,6,22,5,dine_in,completed,10,Credit Card,16,75
104511,2026-03-03,20:44:00,4,2,2,dine_in,completed,10,Credit Card,12,40
104512,2026-03-03,21:13:00,8,9,3,dine_in,completed,10,Credit Card,26,65
104513,2026-03-03,21:15:00,6,1,2,dine_in,completed,0,Credit Card,13,73
104514,2026-03-03,21:18:00,6,10,4,dine_in,completed,0,Cash,15,74
104515,2026-03-03,21:23:00,4,3,2,dine_in,completed,0,Cash,16,62
104516,2026-03-03,21:49:00,3,11,3,dine_in,completed,0,Cash,19,55
104517,2026-03-03,21:54:00,7,,,takeaway,completed,0,Credit Card,21,21
104518,2026-03-04,11:06:00,5,,,takeaway,completed,10,Debit Card,18,18
104519,2026-03-04,11:11:00,4,,,takeaway,completed,0,Credit Card,28,28
104520,2026-03-04,11:15:00,7,21,5,dine_in,completed,0,Cash,26,85
104521,2026-03-04,11:37:00,6,1,2,dine_in,completed,0,Credit Card,17,50
104522,2026-03-04,11:54:00,6,9,3,dine_in,completed,20,Credit Card,21,50
104523,2026-03-04,11:57:00,4,2,2,dine_in,completed,0,Debit Card,11,75
104524,2026-03-04,11:59:00,4,,,takeaway,completed,0,Credit Card,23,23
104525,2026-03-04,12:02:00,5,10,4,dine_in,completed,0,Cash,17,42
104526,2026-03-04,12:09:00,5,,,takeaway,completed,10,Debit Card,17,17
104527,2026-03-04,12:22:00,4,,,takeaway,completed,0,Debit Card,28,28
104528,2026-03-04,12:34:00,6,1,2,dine_in,completed,0,Credit Card,19,63
104529,2026-03-04,12:41:00,4,,,takeaway,completed,10,Credit Card,26,26
104530,2026-03-04,12:42:00,5,3,1,dine_in,completed,0,Credit Card,11,71
104531,2026-03-04,12:50:00,8,,,takeaway,completed,0,Credit Card,24,24
104532,2026-03-04,13:26:00,8,9,3,dine_in,completed,0,Cash,19,84
104533,2026-03-04,13:34:00,9,2,1,dine_in,completed,0,Debit Card,20,88
104534,2026-03-04,13:35:00,7,10,4,dine_in,completed,0,Credit Card,22,65
104535,2026-03-04,13:40:00,5,,,takeaway,completed,0,Credit Card,18,18
104536,2026-03-04,13:49:00,5,,,takeaway,completed,10,Credit Card,16,16
104537,2026-03-04,14:05:00,6,,,takeaway,completed,10,Credit Card,28,28
104538,2026-03-04,14:11:00,4,21,5,dine_in,completed,10,Debit Card,21,73
104539,2026-03-04,14:16:00,8,1,1,dine_in,completed,0,Cash,27,76
104540,2026-03-04,14:25:00,4,11,3,dine_in,completed,0,Debit Card,18,66
104541,2026-03-04,14:45:00,4,10,4,dine_in,cancelled,10,Debit Card,,
104542,2026-03-04,15:08:00,7,,,takeaway,completed,0,Credit Card,24,24
104543,2026-03-04,15:27:00,6,,,takeaway,completed,0,Credit Card,21,21
104544,2026-03-04,15:41:00,5,,,takeaway,completed,0,Credit Card,26,26
104545,2026-03-04,15:48:00,6,1,2,dine_in,cancelled,10,Credit Card,,
104546,2026-03-04,16:10:00,5,,,takeaway,completed,0,Credit Card,21,21
104547,2026-03-04,16:12:00,7,1,2,dine_in,completed,0,Debit Card,20,77
104548,2026-03-04,16:26:00,7,21,5,dine_in,completed,20,Credit Card,22,83
104549,2026-03-04,16:43:00,9,,,takeaway,completed,0,Credit Card,17,17
104550,2026-03-04,16:49:00,8,2,2,dine_in,completed,0,Debit Card,18,50
104551,2026-03-04,17:03:00,4,9,4,dine_in,completed,10,Debit Card,17,67
104552,2026-03-04,17:20:00,6,3,2,dine_in,completed,10,Credit Card,21,49
104553,2026-03-04,17:21:00,7,4,2,dine_in,completed,0,Credit Card,17,76
104554,2026-03-04,17:32:00,9,10,4,dine_in,completed,20,Credit Card,26,81
104555,2026-03-04,17:35:00,4,,,takeaway,completed,0,Credit Card,24,24
104556,2026-03-04,17:37:00,7,11,4,dine_in,completed,0,Cash,16,85
104557,2026-03-04,17:37:00,9,1,2,dine_in,completed,0,Credit Card,19,84
104558,2026-03-04,17:52:00,5,2,2,dine_in,completed,0,Credit Card,14,58
104559,2026-03-04,18:06:00,4,5,1,dine_in,completed,0,Cash,21,69
104560,2026-03-04,18:12:00,8,3,2,dine_in,completed,0,Debit Card,16,83
104561,2026-03-04,18:30:00,7,6,2,dine_in,completed,0,Credit Card,17,86
104562,2026-03-04,18:36:00,9,21,6,dine_in,completed,0,Debit Card,20,87
104563,2026-03-04,18:38:00,9,,,takeaway,completed,10,Cash,24,24
104564,2026-03-04,18:39:00,6,9,4,dine_in,completed,20,Cash,19,49
104565,2026-03-04,18:47:00,5,,,takeaway,completed,0,Debit Card,24,24
104566,2026-03-04,18:48:00,5,4,2,dine_in,completed,10,Cash,17,72
104567,2026-03-04,18:49:00,6,7,2,dine_in,completed,0,Cash,15,94
104568,2026-03-04,18:50:00,4,2,2,dine_in,completed,10,Credit Card,16,75
104569,2026-03-04,18:50:00,9,12,3,dine_in,completed,0,Credit Card,18,72
104570,2026-03-04,19:01:00,5,,,takeaway,completed,0,Credit Card,18,18
104571,2026-03-04,19:01:00,8,10,4,dine_in,completed,0,Debit Card,11,60
104572,2026-03-04,19:02:00,8,22,5,dine_in,completed,0,Cash,18,66
104573,2026-03-04,19:10:00,6,11,4,dine_in,completed,10,Credit Card,22,86
104574,2026-03-04,19:13:00,5,13,4,dine_in,completed,0,Debit Card,17,52
104575,2026-03-04,19:17:00,5,1,1,dine_in,completed,10,Cash,19,55
104576,2026-03-04,19:20:00,9,5,2,dine_in,completed,0,Debit Card,17,58
104577,2026-03-04,19:26:00,8,,,takeaway,completed,0,Debit Card,25,25
104578,2026-03-04,19:37:00,6,3,2,dine_in,completed,20,Credit Card,21,71
104579,2026-03-04,19:37:00,4,9,4,dine_in,completed,10,Credit Card,19,92
104580,2026-03-04,19:41:00,4,8,1,dine_in,completed,0,Credit Card,15,49
104581,2026-03-04,19:44:00,4,14,2,dine_in,completed,10,Debit Card,14,72
104582,2026-03-04,19:51:00,8,,,takeaway,completed,0,Cash,28,28
104583,2026-03-04,19:51:00,9,15,2,dine_in,completed,0,Credit Card,12,70
104584,2026-03-04,19:54:00,8,,,takeaway,completed,0,Debit Card,31,31
104585,2026-03-04,19:55:00,5,16,4,dine_in,completed,10,Credit Card,14,51
104586,2026-03-04,19:57:00,5,6,2,dine_in,completed,0,Debit Card,19,51
104587,2026-03-04,20:05:00,8,2,1,dine_in,completed,10,Debit Card,15,82
104588,2026-03-04,20:06:00,4,10,4,dine_in,completed,0,Credit Card,20,78
104589,2026-03-04,20:21:00,8,21,6,dine_in,completed,0,Debit Card,15,57
104590,2026-03-04,20:47:00,5,1,2,dine_in,completed,0,Debit Card,18,77
104591,2026-03-04,20:48:00,4,3,2,dine_in,completed,0,Credit Card,15,82
104592,2026-03-04,20:59:00,7,,,takeaway,completed,0,Credit Card,23,23
104593,2026-03-04,21:11:00,4,,,takeaway,completed,0,Cash,18,18
104594,2026-03-04,21:18:00,8,,,takeaway,completed,20,Credit Card,23,23
104595,2026-03-04,21:25:00,5,,,takeaway,completed,0,Debit Card,21,21
104596,2026-03-04,21:35:00,8,2,1,dine_in,completed,0,Cash,18,70
104597,2026-03-04,21:59:00,6,21,6,dine_in,completed,0,Debit Card,17,87
104598,2026-03-05,11:17:00,8,9,4,dine_in,completed,0,Credit Card,15,61
104599,2026-03-05,11:25:00,9,1,2,dine_in,completed,0,Debit Card,11,77
104600,2026-03-05,11:38:00,9,10,3,dine_in,completed,0,Credit Card,16,61
104601,2026-03-05,11:39:00,9,,,takeaway,completed,0,Credit Card,24,24
